Model,Device_Tier,Device_Type,Model_Size_MB,Parameters,Quantized,Mixed_Precision_Available,Mean_Inference_Time_ms,Std_Inference_Time_ms,P95_Inference_Time_ms,Throughput_imgs_per_sec,Mean_Memory_Usage_MB,Peak_Memory_Usage_MB,Mean_CPU_Usage_Percent,GPU_Memory_MB,GPU_Memory_Utilization_Percent,Cold_Start_Overhead_ms,Optimal_Batch_Size,Max_Throughput_imgs_per_sec,Efficiency_No_Network_Percent,Efficiency_500ms_Network_Percent
SqueezeNet 1.1,High-End GPU (12GB NVIDIA),CUDA (NVIDIA A30-12C),4.713043212890625,1235496,False,True,1.771662081591785,0.06739284048470351,1.8277620896697044,564.4417241811317,625.125,625.125,97.65499999999999,5.30078125,0.27827819188435876,0.08270686957985163,50,4964.190904369801,92.49882348785916,0.22674187567647874
