Model,Device_Tier,Model_Size_MB,Mean_Inference_Time_ms,Std_Inference_Time_ms,P95_Inference_Time_ms,Mean_Memory_Usage_MB,Peak_Memory_Usage_MB,Mean_CPU_Usage_Percent,Cold_Start_Overhead_ms,Max_Throughput_imgs_per_sec,Efficiency_No_Network_Percent,Efficiency_500ms_Network_Percent
MobileNetV2,Laptop (Tier 2),3.412017822265625,11.868652810080675,0.037429287412208884,11.948193400166929,497.375,497.375,100.20100000000001,1.3463206028973218,84.48304135959302,99.05028794314738,1.7907388122509316
