Model,Device_Tier,Model_Size_MB,Mean_Inference_Time_ms,Std_Inference_Time_ms,P95_Inference_Time_ms,Mean_Memory_Usage_MB,Peak_Memory_Usage_MB,Mean_CPU_Usage_Percent,Cold_Start_Overhead_ms,Max_Throughput_imgs_per_sec,Efficiency_No_Network_Percent,Efficiency_500ms_Network_Percent
MobileNetV2,Laptop (Tier 2),3.412017822265625,16.068696030000034,1.5168162972093724,19.09549179999912,384.728203125,384.734375,96.767,2.689379199995301,65.60916033102008,99.94231029647166,2.8847792667644585
